genus,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Desulfobacterales bacterium (no genus in NCBI),3.93E-05,6.90E-05,7.72E-05,0.000187789,9.90E-05,0.00062881,0.00017499,7.81E-05,4.79E-05,0.000256637,0.000403877,4.66E-05,6.88E-05,0.000100237,0.000149785,0.00025266,0.00012283,6.49E-05,2.45E-05,4.50E-05,0.00016191,9.33E-05,6.15E-05,3.95E-05,0.000154834,0.000107963,0.000192332,6.49E-05,2.23E-05,0.0006951
Unclassified Pseudanabaenales,1.05E-05,0.000189616,1.10E-05,0.001056313,4.57E-05,0.000244537,0.000122493,2.76E-05,6.38E-05,0.000456243,8.08E-05,0.000571202,0,0.000100237,3.33E-05,5.61E-05,0.000240746,1.62E-06,8.17E-06,7.94E-06,5.89E-05,7.47E-05,1.23E-05,0,0.000144845,5.40E-05,0.000256443,0,0.000601591,0.00034755
Cytophagales bacterium (no genus in NCBI),6.03E-05,0.000293043,4.41E-05,0.000352104,1.52E-05,0.000978149,0.000139992,4.59E-06,0,0,0.000188476,0.000163201,0.000361017,1.88E-05,4.99E-05,5.61E-05,5.90E-05,3.24E-06,4.08E-06,7.94E-06,0.001633819,0.00022396,1.23E-05,0,3.00E-05,0,0.000641108,0.000173145,2.23E-05,0.000124125
Unclassified Rickettsiaceae,2.62E-05,0.000413708,0.000165513,0.000727682,6.09E-05,0.000314405,0.000209988,3.22E-05,0.000101091,0.000684365,0.000376952,0.000163201,3.44E-05,0.000106502,0.0001165,0.000112293,8.84E-05,5.51E-05,6.94E-05,6.09E-05,0.000544606,0.000298613,9.84E-05,6.91E-05,0.000189797,0.000151149,0.000256443,4.33E-05,8.91E-05,0.00014895
Unclassified Cyanophyceae,6.29E-05,0.000189616,6.62E-05,0.000281684,0.000114247,0.000349339,0.000454975,7.58E-05,3.19E-05,5.70E-05,0.000215401,0.000466287,0.000412591,8.14E-05,0.000108178,0.000112293,6.39E-05,4.22E-05,7.15E-05,4.24E-05,0.000618202,0.000354603,1.84E-05,1.32E-05,7.49E-05,0.000237519,0.000512886,0.00041122,0.000155968,0.00014895
Unclassified Bdellovibrionota,0,0,1.10E-05,3.52E-05,1.52E-05,6.99E-05,0.000104994,0,0,0.000171091,0.001292407,0,0.000911138,0,0,0,1.97E-05,1.62E-06,0,0,0,5.60E-05,0,0,4.99E-06,0,0.002051545,0.00116873,0,0
Chlorobiales bacterium (no genus in NCBI),0.003545124,1.72E-05,2.76E-05,0.000140842,0,0.000209603,0.000209988,9.19E-06,1.06E-05,0.000256637,0.000107701,8.16E-05,0.000120339,1.25E-05,0.000158107,8.42E-05,4.91E-05,2.43E-05,1.02E-05,1.59E-05,4.42E-05,9.33E-05,2.46E-05,6.58E-06,5.49E-05,2.16E-05,0.000256443,0.000151502,8.91E-05,0.000124125
Unclassified Marinilabiliaceae,4.72E-05,0.000103427,0.000667568,0.000481209,0,6.99E-05,0.000384979,0.000119462,0,0.000114061,8.08E-05,4.66E-05,1.72E-05,0,0.000540891,0.000224587,0.001773659,3.24E-06,4.08E-06,6.62E-06,5.89E-05,0.000149307,0.000147533,0,7.99E-05,1.08E-05,0,0,4.46E-05,0.001042649
Unclassified Candidatus Omnitrophota,5.24E-06,8.62E-05,7.72E-05,0.000340368,0.000464606,0.000384273,3.50E-05,1.61E-05,6.92E-05,0.000285152,0,0.000279772,0.000343826,0.000119031,8.32E-06,0,9.83E-05,0.000368094,7.55E-05,0.000420958,0.000367977,0.00011198,0.001174113,2.30E-05,6.49E-05,8.64E-05,0.000256443,0.000173145,0.000378779,0.00014895
Unclassified Hahellaceae,0.00013625,0.000103427,0.00034206,0,0.000365592,0,0.00017499,0.000388251,0.000361798,0,5.39E-05,0.000512916,0,0.000363358,0.000515927,5.61E-05,0.00010809,0.000481603,0.000422581,0.000342856,0,7.47E-05,0.000387273,0.000381452,0.000449519,0.000302297,0,0,0,0
Unclassified Alteromonadaceae,4.72E-05,0.000172378,0.000209649,0.000152579,7.62E-06,0.00251524,0.00017499,5.28E-05,0.000234105,0.000114061,0.000134626,0.000151543,0.000120339,0.000213003,8.32E-05,0.000364953,6.39E-05,1.14E-05,1.22E-05,6.75E-05,0.00048573,0.00011198,4.92E-05,1.32E-05,0.000284695,0.000183538,0.000128222,8.66E-05,8.91E-05,0.00014895
Ruegeria,7.86E-06,0.000413708,0.000110342,0.000316894,6.85E-05,0.000279471,0.000349981,6.43E-05,7.98E-05,0.000370698,0.000269251,0.000198172,0.000275061,0.000150355,5.82E-05,0.00075798,3.93E-05,6.97E-05,4.49E-05,7.02E-05,0.000397415,0.000690543,7.38E-05,4.27E-05,0.00014984,7.56E-05,0.000192332,0.000151502,0.000356498,0.00044685
Halodesulfovibrio,0,1.72E-05,1.10E-05,0.000622051,0,0.000279471,7.00E-05,0,0,0.001169124,0.000107701,0.001107433,5.16E-05,6.26E-06,3.33E-05,0,0.001488695,1.62E-06,6.12E-06,5.30E-06,0,0.000858513,0,0,0,2.16E-05,6.41E-05,0,0.000557029,0.00034755
Unclassified Thermodesulfobacteriota,0.000442813,0.000275805,9.93E-05,0.000657262,0.000121864,0.000419207,0.000332482,5.74E-05,7.45E-05,0.000513274,0.000457728,0.000186515,0.000343826,8.14E-05,0.00041607,0.00016844,3.93E-05,8.59E-05,6.12E-05,6.62E-05,0.000338539,0.000298613,7.38E-05,5.92E-05,0.000164824,0.00011876,0.000128222,0.000432863,0.000868965,0.000273075
Photobacterium,8.12E-05,0.000206854,0.000540675,8.22E-05,0.000472223,6.99E-05,7.00E-05,0.000422712,0.000478851,0,5.39E-05,0.000326401,0.000120339,0.000444801,0.000199714,0.00025266,9.83E-05,0.00042647,0.000438913,0.000442139,2.94E-05,0.00022396,0.000725368,0.00046695,0.000434535,0.000302297,0,0.000129859,8.91E-05,4.96E-05
Unclassified Bacteroidales,0.001805314,0.000206854,9.93E-05,0.000492946,3.05E-05,0.000890814,0.000262486,2.99E-05,2.66E-05,5.70E-05,0.000296177,6.99E-05,0.000292252,0.00016915,0.000274606,0.000224587,0.000574843,2.92E-05,1.43E-05,1.59E-05,8.83E-05,0.00027995,5.53E-05,1.32E-05,0.000164824,3.24E-05,0.000320554,0.000562722,6.68E-05,0.000273075
Cellvibrionaceae bacterium (no genus in NCBI),0.000110048,0,5.52E-05,0.000633788,6.09E-05,0,0,0,0,0.000570304,5.39E-05,0,0.000567312,6.26E-06,0.000324535,5.61E-05,0,9.41E-05,5.72E-05,1.32E-06,0.001045055,0.000634553,0,1.32E-05,0,0.000129556,0,0.001017228,0.00176021,0.0005958
Unclassified Chloroflexota,7.86E-05,0.000568848,0.000292406,0.000539893,9.14E-05,0.000751079,0.000139992,0.000241221,7.45E-05,0.000285152,0.000673129,0.000209829,0.000206295,8.77E-05,0.000141464,0.00033688,7.86E-05,1.62E-05,6.74E-05,2.91E-05,0.000338539,0.000354603,6.76E-05,3.29E-05,7.99E-05,7.56E-05,0.001025773,0.000303004,0.000178249,0.00044685
Unclassified Clostridia,6.55E-05,0.000448183,0.000226201,0.000633788,0.000198029,0.000611343,0.000349981,2.99E-05,0.000122373,0.000342183,0.000269251,0.00037303,0.000412591,6.26E-05,0.000133142,0.0004211,0.000397968,4.70E-05,0.000106156,3.18E-05,0.000397415,0.00083985,0.000104502,0.000115093,5.49E-05,0.000226723,0.000448775,0.000303004,0.000289655,0.000570975
Unclassified Stappiaceae,0.000256779,0.000137903,0,0.001267576,0.000251344,0.000296938,0.00036748,3.22E-05,3.19E-05,0,0.000242326,2.33E-05,6.88E-05,1.88E-05,0.000124821,0.00185284,9.83E-06,8.11E-06,0.000134736,2.65E-06,0.000515168,0.000205297,4.92E-05,1.32E-05,3.50E-05,2.16E-05,0.000192332,0,0.000133687,0.002457673
Unclassified Cyanobacteriota,2.10E-05,6.90E-05,2.21E-05,0.001783996,0,0.001292554,1.75E-05,4.59E-06,1.06E-05,0,0,0.001002518,3.44E-05,0,7.49E-05,0.002245866,0.000196527,0,0,9.27E-06,4.42E-05,3.73E-05,1.23E-05,0,0,4.32E-05,0.001025773,0.00157995,0,2.48E-05
Unclassified Chromatiales,0.000102188,1.72E-05,4.97E-05,0.000187789,2.28E-05,0.000314405,0.004234767,4.59E-06,3.19E-05,0.000114061,2.69E-05,6.99E-05,0,3.76E-05,0.000882069,0,0.001292167,1.30E-05,2.04E-05,2.65E-05,0.00209011,0,1.23E-05,1.32E-05,4.00E-05,4.32E-05,0,0,8.91E-05,0.000223425
Unclassified Cellvibrionaceae,4.72E-05,0.00015514,6.07E-05,0.000234736,5.33E-05,0.000192136,1.75E-05,6.89E-06,1.60E-05,0.000484759,0.000323102,4.66E-05,0.001031477,2.51E-05,0.000507606,8.42E-05,9.83E-06,4.54E-05,0.000108197,2.65E-06,0.003458985,0.00039193,1.84E-05,4.27E-05,1.50E-05,7.56E-05,0,0.001017228,0.001114057,0.000422025
Kistimonas,0.000178173,0.000534372,0.000430333,0,0.000472223,0.000244537,0.000297484,0.000542174,0.000633147,5.70E-05,0.000242326,0.000512916,8.60E-05,0.000595156,0.000624105,0.000280733,0.000294791,0.000531872,0.000569566,0.000685712,0,0.00027995,0.000596277,0.000644523,0.000704246,0.000507428,0,8.66E-05,6.68E-05,4.96E-05
Unclassified Rhodospirillales,0.000125769,8.62E-05,0.000308957,0.000316894,7.62E-05,0.000611343,0.001504917,0.000576634,4.79E-05,0.000171091,0.001346257,0.000128229,0.000223487,0.000125296,0.00094864,0.000280733,2.95E-05,8.43E-05,0.000124529,4.24E-05,0.001736852,0.00083985,0.000178268,6.25E-05,0.000114877,0.000172741,0.000192332,0.000173145,0.000111406,4.96E-05
Unclassified Mycoplasmatota,0.008248374,0,1.10E-05,0,0,0.000139736,0.000244987,0,0,0,0.000107701,0.000256458,0,0.00062648,0.000499284,0,0,3.24E-06,0,0,0.000382696,3.73E-05,6.15E-06,3.95E-05,0.000524439,2.16E-05,6.41E-05,0,0,9.93E-05
Unclassified Chroococcales,0,0,0,0,0,0.00337112,0,0,0.000159617,0,0.00188476,0,0.001581598,0,0,0,0,0,0,0,0,0.00201564,0,0.000118382,0,0,0.002564431,0.000995585,0,0
Pseudomonadota bacterium (no genus in NCBI),2.88E-05,0.000775702,0.000319991,0.000152579,0.000251344,0.001868963,0.000139992,0.000135543,0.000106411,0.000199606,0.001103931,0.000256458,0.000206295,0.000162885,0.000857105,0.000449173,0.000250572,8.43E-05,0.00012657,0.000105901,0.000853707,0.00061589,0.000141385,0.000167707,0.00022476,0.000852911,0.001730991,0.000324647,0.000490185,0.00014895
Unclassified Rickettsiales,0.000120529,0.000482659,0.000148961,0.000786367,0.000167563,0.001414822,0.000507472,7.35E-05,8.51E-05,0.001682398,0.000457728,0.000303087,0.00092833,0.000269386,0.000166428,0.000224587,0.000127743,9.89E-05,7.55E-05,8.07E-05,0.000397415,0.00078386,4.30E-05,5.59E-05,0.000119872,8.64E-05,0.002243877,0.000562722,8.91E-05,0.0006951
Unclassified Campylobacterales,0.000141491,0.000620561,0.00030344,0.001971785,6.85E-05,0.001222686,0.000489973,3.91E-05,0.000106411,0.000627335,0.001480883,0.000408001,0.000498547,0.000338299,0.000565856,0.00025266,0.000191614,0.000102158,5.10E-05,0.000116492,0.000279663,0.000653217,0.000190563,4.60E-05,8.49E-05,0.000237519,0.000897551,0.000519436,0.000512466,0.000844049
Unclassified Chlorobiales,0.009031812,0.000120665,0.000104825,0.000434262,0.000213262,0.000681211,0.000454975,0.000103381,0.000117052,0.000199606,0.000134626,9.33E-05,0.000257869,8.14E-05,9.15E-05,0.000196513,9.83E-06,4.38E-05,1.84E-05,3.04E-05,0.000117753,0.000373267,0.000172121,1.97E-05,0.000109882,0.000259112,6.41E-05,0.000194788,0.000178249,0.000173775
Unclassified Marinifilaceae,6.29E-05,0.00039647,0.000358611,0.000492946,9.14E-05,0.000663744,0.000664963,3.68E-05,0.000111732,0.001454276,0.000296177,0.002051665,0.000154722,0.000281916,0.00064907,0.003088066,0.000363576,7.62E-05,4.08E-05,4.24E-05,0.000397415,0.00078386,9.84E-05,4.60E-05,0.000209776,0.000334686,0.000512886,0.000173145,0.000512466,0.00024825
Sessilibacter,2.36E-05,0.000861891,0.000314474,0.000786367,0.00028181,0.001537091,0.001014944,6.89E-05,0.00019154,0.000741396,0.00083468,0.000384687,0.000601695,0.000238062,0.000191392,0.000308807,0.000201441,7.95E-05,9.19E-05,0.000329618,0.000735954,0.000522573,0.000172121,8.22E-05,0.000234749,0.000475039,0.001538659,0.000367934,0.00077984,0.001017824
Unclassified Phycisphaerae,8.38E-05,0.000379232,0.00013241,0.002030469,7.62E-05,0.001292554,0.000997445,4.82E-05,5.32E-05,0.000370698,0.001400108,0.000303087,0.000807991,8.77E-05,0.000366142,0.00050532,0.000113003,0.000111888,2.04E-05,2.52E-05,0.000279663,0.00106381,1.84E-05,0,5.99E-05,0.000367075,0.001730991,0.000887369,0.000423342,0.001191599
Unclassified Enterobacterales,0.000233197,0.000465421,0.000915837,0.000105631,0.000837814,0.000139736,0.000577468,0.00096029,0.001101357,5.70E-05,0.000107701,0.000582859,6.88E-05,0.000864542,0.000582498,0.00067376,0.000176875,0.00076862,0.000761462,0.001021949,0.000309101,0.00011198,0.001088052,0.000983226,0.001133787,0.00044265,0.000192332,6.49E-05,0.000111406,0.000173775
Unclassified Acidobacteriota,9.69E-05,0.000172378,0.000297923,0.000610314,0.003214161,0.000296938,0.000962447,0.000420414,0.001808992,0.000256637,0.000673129,4.66E-05,0.000103148,0.00045733,0.000424392,0.000224587,9.83E-05,0.001188604,0.000302135,0.000166795,0.001236403,0.000466583,0.000190563,9.54E-05,0.000389583,0.000356279,0.000384665,8.66E-05,0.000267374,0.0004965
Unclassified Flavobacteriia,0.00013101,0.001034269,9.93E-05,0.000938945,0.000350359,0.001292554,0.001242432,9.88E-05,0.000148976,0.000798426,0.001050081,0.000256458,0.000911138,0.000269386,0.000665712,0.000645687,8.84E-05,9.08E-05,6.74E-05,5.96E-05,0.000883145,0.000821187,0.000147533,5.26E-05,0.000219765,0.000161945,0.002820874,0.00075751,0.000490185,0.000794399
Streptococcus,1.05E-05,0.000241329,1.66E-05,0.000281684,6.85E-05,1.75E-05,0,4.59E-06,0,5.70E-05,0.000242326,0,3.44E-05,0.017986242,0,5.61E-05,0,6.49E-06,0,3.97E-06,7.36E-05,0.00033594,1.23E-05,0,1.50E-05,1.08E-05,0,0,0.000356498,4.96E-05
Unclassified Pseudomonadaceae,0.000411371,0.000792939,0.001108935,0.000105631,0.001012994,0.000244537,0.000349981,0.001279621,0.001122639,0.000142576,0.000242326,0.000687774,0.000206295,0.001046222,0.000624105,0.0016844,0.000191614,0.001332923,0.00129224,0.001170211,4.42E-05,0.000373267,0.001229438,0.001210124,0.001193723,0.000906892,0.000256443,0.000194788,0,0.00034755
Unclassified Prolixibacteraceae,1.05E-05,3.45E-05,3.31E-05,0.000105631,0,0.000104802,3.50E-05,1.38E-05,0,0,5.39E-05,3.50E-05,0,1.25E-05,6.66E-05,5.61E-05,0.020031051,4.38E-05,2.86E-05,3.31E-05,0,0.00011198,2.46E-05,0,2.50E-05,2.16E-05,0,8.66E-05,0,4.96E-05
Unclassified Arcobacteraceae,9.43E-05,0.000775702,0.000281372,0.001314523,0.000213262,0.003126583,0.000857453,3.45E-05,8.51E-05,0.000969517,0.00183091,0.001410519,0.000567312,0.000306975,0.000640748,0.000645687,0.000962984,0.000312961,8.98E-05,9.66E-05,0.00048573,0.002500887,4.30E-05,6.58E-05,0.000159829,0.000226723,0.001410437,0.000627651,0.000646153,0.0004965
Unclassified Vibrionaceae,0.000694352,0.001327312,0.001208243,0.000105631,0.001287188,0.000209603,0.000804956,0.001077455,0.001346103,5.70E-05,0.000269251,0.001527091,0.00013753,0.000864542,0.001431282,0.001038713,0.000334097,0.001201576,0.001133007,0.001253609,2.94E-05,0.000410593,0.0010942,0.001124626,0.001168749,0.001068837,0.000128222,4.33E-05,4.46E-05,0.00014895
Unclassified Enterobacteriaceae,0.000280361,0.001792733,0.000579294,0.000915471,0.000487456,0.002829645,0.000122493,0.000507713,0.000510774,0.001083578,0.002396338,0.000314744,0.000429782,0.000707922,0.000149785,0.000393027,9.34E-05,0.000541601,0.000534861,0.000590401,4.42E-05,0.001978313,0.000596277,0.000598485,0.000454514,0.000464243,0.000705219,0.000281361,0.000111406,0.002184599
Unclassified Bacillota,0.002538969,0.000896366,0.00026482,0.00129105,0.000274194,0.00148469,0.000559969,8.50E-05,0.000170258,0.001169124,0.001427033,0.000536231,0.000979903,0.004861485,0.000374463,0.000729907,0.000181788,0.000121617,5.10E-05,9.80E-05,0.000603483,0.00067188,0.000116797,3.29E-05,0.000194792,0.000280705,0.001282216,0.000432863,0.000467904,0.000868874
Unclassified Oceanospirillaceae,0.00053714,3.45E-05,6.62E-05,0.001431891,0.000220878,0.000174669,0.00017499,7.35E-05,0.000133014,0.002195671,0.000242326,0.000198172,0.002527119,0.000119031,0.000931997,0.00101064,2.46E-05,0.000239991,0.000347047,0.000129729,0.002943817,0.00207163,0.00019671,0.000174284,8.99E-05,0.000313094,6.41E-05,0.002662107,0.004367104,0.001340549
Unclassified Marinilabiliales,7.60E-05,0.000655037,0.000579294,0.000387315,0.00145475,0.000663744,0.000262486,5.05E-05,0.001441873,0.000313667,0.000323102,0.000431316,0.000189104,0.002217739,0.000341178,0.000196513,0.007620348,3.41E-05,3.27E-05,0.0004567,0.000132472,0.003825983,0.000823723,6.58E-06,0.001853017,0.000939281,0.000256443,4.33E-05,0.000267374,0.000570975
Unclassified Planctomycetota,0.0002725,0.000861891,0.000430333,0.000575104,0.000571237,0.000681211,0.004952228,0.000119462,0.000420325,0.000969517,0.002611739,0.000617831,0.000911138,0.000582626,0.000332856,0.000477247,0.001523087,0.000369716,7.96E-05,0.000258135,0.004724827,0.00061589,0.000288918,6.25E-05,0.000519444,0.000226723,0.000512886,0.000909012,0.000891246,0.000223425
Unclassified Spirochaetia,0.000356347,0.000189616,0.000110342,0.00294594,0.000236111,0.000873347,3.50E-05,3.91E-05,4.26E-05,0.002281217,0.000484653,0.000128229,0.002028572,0.000125296,0.000665712,0.000729907,8.35E-05,0.000283773,0.000181689,3.57E-05,0.003753367,0.0011198,7.38E-05,5.92E-05,4.00E-05,0.000604595,0.000641108,0.002488962,0.002963392,0.003450673
Klebsiella,5.50E-05,0.001379025,0.000822046,0.000481209,2.28E-05,0.004192067,0.002677353,6.89E-06,0.000388401,0.000313667,0.000215401,0.000186515,0.002647458,0.001910764,0.00148121,0.00016844,5.40E-05,0.000129725,0.000498115,0.000427577,0.001148089,0.000522573,5.53E-05,9.21E-05,6.99E-05,0.000798929,0.004680087,0.002445676,0.000178249,7.45E-05
Unclassified Bacteroidia,3.93E-05,0.000379232,0.001903396,0.003790991,9.90E-05,0.000209603,0.000787457,0.00014703,0.000143655,0.001853489,0.000242326,0.000687774,0.000618886,0.000112766,0.000657391,0.001572106,0.006215178,3.57E-05,5.51E-05,0.000374627,0.000264944,0.000186633,9.22E-05,3.29E-05,0.00014984,0.001662636,0.00083344,0.000303004,0.001470555,0.003202423
Unclassified Rhodobacterales,0.000351106,0.000775702,0.00043585,0.001537523,0.000662635,0.002951914,0.000962447,0.000404333,0.000420325,0.000912487,0.001507808,0.001095775,0.000618886,0.000488654,0.000723962,0.001908986,0.000201441,0.00045728,0.000442995,0.00037595,0.001000898,0.00201564,0.000657749,0.000420913,0.00050446,0.000615391,0.00083344,0.000627651,0.001024933,0.004816047
Unclassified Flavobacteriaceae,0.000254159,0.000586086,0.000485504,0.001760522,0.000236111,0.004192067,0.00145242,0.000643257,0.000164937,0.001939034,0.00183091,0.000932575,0.001684746,0.000776835,0.00035782,0.00092642,0.003778239,0.000210803,0.000324591,0.000246221,0.002355054,0.001829007,0.000215152,9.21E-05,0.000599359,0.000507428,0.002179767,0.00157995,0.001158619,0.00074475
Unclassified Spirochaetota,8.65E-05,0.001430738,0.000193098,0.006009249,0.000350359,0.002218302,1.75E-05,0.000163112,0.000260708,0.001083578,0.002692515,0.000209829,0.000550121,0.00031324,0.000632427,0.0004211,0.000569929,0.000906452,8.98E-05,7.55E-05,0.004577636,0.00061589,0.00015368,7.23E-05,0.000334642,0.000453446,0.001859213,0.000562722,0.000690715,0.00791917
Vibrio,0.00067863,0.001603117,0.001368238,0.00055163,0.001051076,0.001222686,0.001329927,0.000879883,0.001111998,0.001254669,0.001669359,0.001993379,0.000773608,0.001033692,0.001797424,0.002386233,0.001139859,0.001336166,0.000934986,0.001149031,0.000750673,0.001325097,0.001192555,0.001203548,0.001098824,0.001230783,0.001025773,0.000454506,0.000467904,0.001886699
Acidobacteriota bacterium (no genus in NCBI),0.000256779,0.00070675,0.001434443,0.003556255,0.000297043,0.00234057,0.00090995,0.000838531,0.001388667,0.004419858,0.000726979,0.000442973,0.000515739,0.001904499,0.000166428,8.42E-05,5.90E-05,0.000236748,0.000636934,0.000599667,0.006373364,0.000690543,0.00063316,0.000457085,0.001513381,0.002321213,0.000256443,0.000303004,0.00057931,0.004071297
Unclassified Roseobacteraceae,0.0002725,0.002275391,0.000413782,0.002875519,0.000198029,0.005694224,0.002274875,0.000170004,0.000351157,0.002395278,0.003042542,0.000932575,0.001615981,0.00045733,0.001148354,0.00185284,0.000437273,0.000225397,0.000265389,0.000181356,0.0019282,0.003825983,0.000258182,0.000144689,0.000344631,0.000831318,0.002884985,0.001428448,0.002027584,0.002010824
Parendozoicomonas,0.000875145,0.00165483,0.00221787,0.000269947,0.00191174,0.000646277,0.001679908,0.002246804,0.002447459,0.000285152,0.000484653,0.003124126,0.000567312,0.001998471,0.002221815,0.002666966,0.000560103,0.00225559,0.002223143,0.002447648,0.000294382,0.001026483,0.002151516,0.002249253,0.0026172,0.002170064,0.000705219,0.000216431,0.000111406,9.93E-05
Marinifilum,0.000288221,0.002637385,0.000899286,0.002617309,0.00058647,0.004506472,0.001802401,0.000124057,0.000319234,0.001796458,0.002746365,0.001235662,0.002234867,0.000676598,0.000882069,0.002414306,0.001734354,0.000317826,0.000173524,0.000371979,0.002075391,0.00274351,0.000264329,0.000170996,0.000584375,0.000939281,0.004231312,0.001644879,0.001403712,0.002383198
Unclassified Pseudomonadales,0.000597404,0.000586086,0.00056826,0.002406047,0.000472223,0.001379889,0.000577468,0.000202166,0.000415004,0.003421826,0.00188476,0.000757717,0.002320824,0.000557567,0.001397996,0.001291373,0.000167048,0.000463766,0.000498115,0.00024225,0.005239995,0.002482223,0.000313507,0.000305819,0.000544417,0.002105286,0.001474548,0.004198771,0.005681692,0.003177598
Unclassified Flavobacteriales,0.00053452,0.002499483,0.000744807,0.002159574,0.00060932,0.002899513,0.004462255,0.0002596,0.00047353,0.003564402,0.00277329,0.00082766,0.001822276,0.000632745,0.001239889,0.002751186,0.000368489,0.000205938,0.000289886,0.000215774,0.001722133,0.00442321,0.000424156,0.000309108,0.000444524,0.000712558,0.004359533,0.001644879,0.000846683,0.001688099
Unclassified Desulfobacterales,0.000906587,0.002568434,0.00113652,0.002699467,0.000860664,0.005711691,0.00253736,0.000470956,0.000399042,0.002081611,0.003419494,0.002424695,0.002527119,0.000732982,0.001772459,0.001207153,0.001174251,0.000408633,0.000334798,0.000251516,0.001957638,0.002482223,0.000528658,0.000151266,0.001033894,0.0008853,0.003141428,0.002359103,0.003230766,0.001762574
Unclassified Pseudanabaenaceae,0.000238438,0.003775081,0.000430333,0.008180559,0.000403674,0.004087265,0.000384979,0.000402035,0.000164937,0.004020645,0.006462036,0.001095775,0.001564407,0.000883337,0.000931997,0.006569159,0.001488695,0.000204317,0.000326633,0.000223717,0.003238199,0.0005599,0.000227446,0.000197303,0.000799145,0.000744947,0.001795102,0.00082244,0.003475858,0.003127948
Sansalvadorimonas,0.00120529,0.00315452,0.003277151,0.000222999,0.003876796,0.000471607,0.00236237,0.003588454,0.003905294,0.000256637,0.000726979,0.00517579,0.000464165,0.002956986,0.003370169,0.004098706,0.000741891,0.003930662,0.003921633,0.004131482,0.000132472,0.000989157,0.003921906,0.003817811,0.003601147,0.003249698,0.000384665,0.000151502,2.23E-05,0.000322725
Unclassified Schleiferiaceae,0.000702212,0.003723368,0.001202725,0.00611488,0.000936829,0.005554488,0.003517307,0.000507713,0.000787443,0.005931164,0.0044965,0.001690292,0.003696127,0.001591259,0.001464567,0.004070632,0.000908939,0.000467009,0.000643058,0.000619524,0.003988872,0.00363935,0.000608572,0.00046695,0.00086907,0.00173821,0.005000641,0.002164315,0.001114057,0.004518147
Unclassified Thiotrichaceae,0.001021876,0.001982348,0.000231718,0.004084411,0.000540771,0.000768546,0.002432366,6.43E-05,0.000106411,0.009923294,0.002827141,0.000955889,0.006653028,0.000131561,0.00224678,0.001740546,0.001243036,0.000630787,0.000479742,5.16E-05,0.005122242,0.005281723,0.000110649,0.000210456,0.000159829,0.000896096,0.003397872,0.008440828,0.012588846,0.006876521
Amphritea,0.001640242,0.000189616,2.76E-05,0.008661769,0.000723567,0.000419207,8.75E-05,9.19E-06,2.13E-05,0.006701075,0.000646204,0.000198172,0.007203149,1.88E-05,0.003644776,0.002666966,6.39E-05,0.0012259,0.000751255,2.91E-05,0.01304111,0.006065583,1.23E-05,0.000289378,9.99E-06,0.001349542,0.001218105,0.011925374,0.017357011,0.011692567
Enterobacter,0.002562551,0.00291319,0.002984745,0.003215887,0.006862461,0.010550034,0.003289819,0.000532984,0.001537643,0.004305797,0.009019925,1.17E-05,0.010056903,0.001209107,0.002063709,0.000224587,4.91E-06,0.000760512,0.00073084,0.000534803,0.002296177,0.002426233,0.000995845,0.000519564,0.000953979,0.002018915,0.020900115,0.012055233,0.001448274,0.002308723
Unclassified Bacteroidota,0.000639328,0.002740812,0.002449588,0.005645407,0.000807348,0.012314195,0.004952228,0.0007788,0.001048151,0.007043258,0.006865913,0.002086636,0.003850848,0.001647643,0.002513065,0.004042559,0.018507964,0.000527007,0.000694094,0.000889573,0.008242688,0.009574289,0.001118788,0.000315685,0.001553338,0.002342805,0.007308629,0.003787551,0.002473207,0.004245072
Unclassified Desulfovibrionales,0.003175676,0.009136041,0.002118562,0.009401188,0.00384633,0.016261725,0.010586918,0.001183133,0.00188348,0.013288089,0.013112547,0.005700364,0.015523733,0.002837955,0.003744633,0.006849892,0.001469042,0.000977801,0.001175877,0.000845888,0.007933587,0.007931916,0.001469178,0.000795788,0.001613274,0.00362757,0.020900115,0.009912562,0.002562331,0.009284544
Desulfovibrionales bacterium (no genus in NCBI),0.005900679,0.010084121,0.002907506,0.013403441,0.006055113,0.029134862,0.012459315,0.002014772,0.002984836,0.019561436,0.014270328,0.008626317,0.026801217,0.004441744,0.004543488,0.009460711,0.002235499,0.0014967,0.00193734,0.00131715,0.012938077,0.009686269,0.002071602,0.001292334,0.00225259,0.005970375,0.038787024,0.016838369,0.004188855,0.014150241
Unclassified Alphaproteobacteria,0.003835965,0.011859615,0.004330915,0.021443159,0.003754932,0.018252956,0.018898961,0.002478836,0.002436818,0.023211383,0.022186322,0.005000933,0.014114047,0.003721292,0.013147821,0.010106398,0.00273173,0.002575038,0.002831496,0.001705014,0.025964468,0.015583882,0.003116624,0.00219335,0.00318659,0.006315858,0.017566355,0.015431564,0.025044005,0.021126061
