ko,IT1,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT-C1,IT-H1,IT2,IT21,IT22,IT23,IT24,IT25,IT26,IT27,IT28,IT29,IT-C2,IT-H2,IT3,IT-C3,IT-H3,IT-C4,IT-H4,IT5,IT-C5,IT-H5,IT6,IT-C6,IT-H6,IT7,IT8,IT9,ST1,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST-C1,ST-H1,ST2,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST-C2,ST-H2,ST3,ST30,ST-C3,ST-H3,ST4,ST-C4,ST-H4,ST5,ST-C5,ST-H5,ST6,ST-C6,ST-H6,ST7,ST8,ST9
K02451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02452,0,1,0,4,2,2,2,0,0,2,0,0,0,0,0,14,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,16,0,2,0,0,16,7,60,2,40,0,4,103,45,0,2,16,15,20,2,36,18,4,2,162,138,204,0,3,8,2,43,80,325,4,53,0,2,18,16,4,0,0,0,0,0,3
K02453,0,6,8,6,4,10,4,0,3,4,7,0,4,0,2,34,7,18,6,2,4,0,2,0,2,5,6,0,0,0,4,7,0,6,30,6,0,2,5,101,40,188,8,133,4,33,422,183,2,5,38,58,73,4,123,84,11,44,694,513,817,2,15,0,35,167,277,1201,18,183,8,32,78,22,30,0,0,8,9,0,2
K02454,4,4,1,2,8,4,2,3,1,3,3,16,4,0,1,36,62,15,9,0,1,1,6,0,1,5,1,0,1,15,7,31,8,9,55,18,8,5,0,50,21,76,0,67,2,13,252,95,3,7,16,26,40,5,70,43,10,20,301,259,355,0,2,2,30,62,132,989,2,80,15,12,24,8,37,0,2,0,2,0,0
K02455,0,5,2,2,3,2,2,0,2,2,2,7,0,0,0,33,10,6,5,4,0,2,0,0,0,2,0,2,0,0,0,6,0,0,34,8,0,2,0,48,11,61,2,37,2,14,164,90,0,3,16,18,30,7,47,35,5,9,268,197,340,2,10,4,6,75,107,427,12,72,14,12,37,9,20,0,1,11,0,0,2
K02456,0,1,1,2,0,0,0,0,0,4,10,0,2,0,0,12,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,28,8,2,2,21,13,3,25,0,23,0,2,57,31,0,1,4,16,18,1,19,8,3,4,117,83,128,0,6,5,5,32,66,715,2,28,4,2,11,11,24,0,0,8,0,0,0
K02457,0,4,0,5,0,1,0,0,2,0,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,2,0,1,26,0,30,2,13,0,4,86,39,0,1,1,13,24,0,35,12,4,12,151,120,157,0,7,10,0,39,64,2,0,51,2,0,23,2,0,0,0,0,0,0,0
K02458,0,2,0,1,0,2,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,13,3,34,1,20,0,4,73,23,0,2,6,8,7,0,21,12,8,4,106,93,129,0,1,6,0,21,48,20,2,31,2,0,9,11,2,2,0,0,0,0,0
K02459,0,0,2,4,0,0,5,2,0,2,2,0,2,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,31,0,32,2,6,115,47,0,3,1,14,29,4,21,24,5,10,178,139,237,1,2,0,0,42,95,0,2,34,1,5,20,14,4,0,0,0,0,0,0
K02460,0,1,9,3,4,2,0,5,0,0,0,0,0,0,0,18,4,6,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,46,2,40,0,41,2,4,163,80,0,2,7,47,33,0,35,26,6,12,217,169,276,2,2,0,2,42,120,124,4,79,6,2,25,10,17,0,0,6,2,0,2
K02461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02462,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,18,4,17,0,13,2,0,34,23,0,0,0,2,10,0,14,8,0,5,54,37,91,0,3,4,0,10,31,15,0,16,0,0,12,8,12,0,0,0,0,0,0
K02463,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,27,2,16,2,3,55,17,0,0,16,11,7,0,14,12,2,2,84,41,116,0,4,4,0,7,44,8,0,22,0,0,5,15,3,0,0,0,1,0,0
K02467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
K02468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0
K02469,4,6,5,3,4,11,5,1,3,0,0,0,0,11,7,81,263,79,10,10,6,2,6,2,0,4,4,0,17,4,11,35,3,4,30,29,0,3,39,1037,7,77,4,44,4,10,197,100,0,4,15,17,45,2,48,59,8,135,268,231,329,4,3,6,9,83,129,635,8,79,12,0,40,13,34,0,6,33,6,0,3
K02470,6,13,13,7,8,16,2,14,2,12,3,0,0,4,9,101,305,58,3,13,13,1,6,0,0,18,0,0,4,2,27,42,0,2,33,22,1,3,31,812,6,69,2,31,0,20,123,98,0,4,24,36,42,0,53,56,1,100,251,143,289,5,4,0,18,48,153,724,9,56,13,29,28,53,60,0,2,35,0,0,4
K02471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
K02472,0,0,0,0,2,0,2,0,1,0,1,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,25,2,57,2,25,2,8,136,79,0,3,10,9,29,0,52,22,3,18,257,193,276,2,4,0,4,62,113,44,2,81,6,2,21,19,7,0,0,0,0,0,0
K02473,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,6,15,0,0,0,0,10,6,0,0,0,4,2,0,4,0,0,56,34,14,40,0,0,0,8,3,13,17,0,4,2,0,0,0,4,0,0,0,0,0,0
K02474,1,1,0,1,2,0,0,0,0,0,0,0,0,0,2,10,97,11,0,1,10,0,1,2,3,3,0,0,1,1,2,4,0,5,13,1,0,0,1,3,1,5,0,9,0,0,9,8,0,0,0,1,4,0,1,0,0,134,32,16,40,1,0,0,45,8,6,288,0,8,4,0,4,4,3,0,0,17,0,1,2
K02475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,12,0,0,0,0,0,0
K02476,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,1,8,0,0,0,0,0,0
K02477,3,14,0,0,0,3,6,0,1,1,0,0,1,0,0,31,11,23,0,0,24,0,0,0,0,2,0,0,2,4,1,50,0,0,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,211,3,1,0,2,0,0,74,0,0,1524,0,2,0,0,2,2,35,0,6,82,0,0,0
K02478,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,14,4,0,0,0,0,0,1,0,0,0,2,0,7,2,0,6,0,0,4,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,3,0,0,0,0,0,34,0,0,557,2,0,6,0,0,0,4,0,0,1,0,0,0
K02479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,121,0,0,0,0,0,0,8,0,0,0,0,0,0
K02480,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,26,0,0,0,0,0,0,0,2,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,310,3,0,0,2,0,0,27,0,0,0,0,0,0
K02481,0,2,1,1,0,1,1,3,1,0,3,0,0,0,0,13,38,31,1,4,6,0,1,0,3,3,0,0,0,2,1,108,10,0,19,20,0,0,14,10,2,0,0,0,1,0,0,0,0,0,6,0,0,2,0,3,0,0,7,0,0,3,3,10,1,0,0,1406,16,0,5,2,0,1,81,0,2,34,0,0,0
K02482,0,2,1,0,0,1,0,0,3,0,3,0,0,0,0,15,148,31,0,0,5,0,0,0,0,2,0,0,0,4,0,118,0,1,25,12,0,0,0,8,0,0,0,0,4,1,1,0,0,0,4,0,0,0,0,1,0,39,0,0,2,0,0,0,5,0,0,1338,19,0,8,0,0,1,75,0,0,96,0,0,0
K02483,1,0,0,1,0,8,0,0,0,1,0,0,9,0,0,71,262,15,0,2,6,2,0,0,0,1,0,0,0,4,6,70,0,0,214,22,0,0,0,6,0,11,0,7,0,0,67,22,0,0,8,6,0,1,8,0,0,4,89,61,105,0,2,0,146,26,39,2676,10,20,27,9,11,10,50,0,17,8,0,0,0
K02484,0,0,0,0,1,2,0,0,1,0,0,4,4,0,0,77,10,2,1,1,0,0,0,0,0,0,0,0,0,7,0,38,0,0,208,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,0,0,0,0,1,0,2,2,0,0,237,0,0,2746,8,1,17,0,0,0,10,0,8,67,0,0,0
K02485,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,14,67,22,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,506,4,0,12,0,0,0,2,0,3,22,0,0,0
K02486,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,22,96,10,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,51,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,1161,4,0,12,0,0,0,8,0,0,64,0,0,0
K02487,1,1,4,2,3,3,1,3,0,0,4,2,0,2,0,1,4,0,3,1,0,2,7,0,0,0,0,3,0,0,0,2,0,4,0,3,0,2,1,36,12,52,0,32,2,7,134,60,1,3,12,34,36,1,38,31,4,15,194,162,330,2,4,0,3,56,114,4,6,57,1,5,26,16,20,0,0,0,3,0,1
K02488,1,0,0,0,0,1,0,0,0,0,0,0,26,0,0,43,130,14,0,0,0,2,0,0,0,0,0,0,0,0,0,73,0,0,126,28,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,2,0,0,3,78,0,0,2060,2,0,44,0,0,2,29,0,8,56,0,0,0
K02489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
K02490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,177,0,0,4,0,0,0,0,0,0,0,0,0,0
K02491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,8,1,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,232,0,0,2,0,0,0,10,0,0,23,0,0,0
K02492,3,2,4,2,0,2,2,0,0,3,0,0,9,0,1,16,7,1,0,0,0,0,12,8,0,0,0,1,8,0,2,18,0,0,14,4,0,6,9,40,8,22,6,22,8,2,92,42,2,1,4,38,31,0,24,20,8,75,139,106,186,1,2,6,14,40,66,387,0,42,14,6,24,1,14,4,0,28,2,0,0
K02493,0,8,0,3,2,6,0,2,0,4,0,0,0,0,0,5,120,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,10,1,0,0,0,12,5,19,0,25,0,8,80,20,0,2,7,14,12,0,27,15,2,59,108,79,109,2,2,0,8,35,55,428,3,37,0,0,6,19,17,0,0,9,0,0,0
K02494,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,7,21,1,18,0,2,42,29,0,0,13,7,5,0,20,14,6,0,97,58,84,0,1,12,0,11,21,0,0,12,0,2,4,0,5,0,0,0,0,0,0
K02495,0,2,2,0,0,12,0,4,0,4,0,0,2,0,1,5,109,2,1,3,0,0,0,0,0,0,0,0,0,4,1,10,15,0,35,4,0,0,0,18,3,41,1,29,0,2,89,26,0,2,8,13,10,4,22,20,6,6,133,103,140,0,2,2,36,37,68,359,2,45,8,0,14,9,30,0,0,0,0,0,0
K02496,0,0,0,0,3,1,3,2,2,1,2,4,0,0,2,10,8,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,2,0,2,1,23,6,29,0,26,0,8,76,51,0,3,6,16,23,2,39,16,4,14,149,126,183,2,9,0,0,68,82,14,4,50,0,1,16,4,10,2,4,0,1,0,0
K02498,0,2,0,2,2,0,2,0,1,4,0,0,0,4,0,4,72,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,1,13,7,34,0,28,0,6,85,42,0,2,2,45,12,0,34,8,7,14,129,134,162,0,4,0,0,44,72,0,0,40,2,2,16,8,8,0,0,0,2,0,0
K02499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,6,0,0,0,0,0,0
K02500,0,4,0,0,0,3,0,2,0,0,0,0,2,0,1,8,76,10,0,0,1,1,0,0,1,0,0,0,0,6,0,5,0,0,15,7,0,0,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,2,0,19,5,0,428,0,0,6,0,0,0,0,0,0,21,0,0,0
K02501,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,63,18,0,0,4,0,1,0,0,0,0,0,0,0,1,17,0,0,18,6,0,0,0,3,0,8,12,2,0,0,0,2,1,0,6,4,0,4,0,0,2,31,0,2,4,0,2,2,43,2,2,284,4,1,2,0,2,4,0,1,0,0,1,0,4
K02502,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02503,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,12,47,14,1,0,0,0,10,0,0,4,0,0,0,0,2,1,0,0,2,1,0,0,7,208,0,17,2,11,0,0,50,10,0,0,0,11,5,0,7,13,0,45,25,46,58,3,0,3,3,10,11,157,0,8,2,5,6,0,9,0,0,0,0,0,0
K02507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
K02508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02516,0,0,4,0,4,0,2,0,0,0,2,0,0,2,12,0,0,7,0,2,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02517,0,2,2,2,1,0,2,0,0,2,0,1,0,2,0,19,87,5,0,0,0,2,0,0,0,0,0,3,0,0,8,5,0,0,2,0,3,2,0,7,0,35,0,25,2,2,63,30,0,2,4,22,8,0,18,20,6,78,72,77,131,2,2,0,0,34,57,296,6,24,8,2,8,11,21,2,0,6,0,0,0
K02518,0,3,0,0,0,6,3,1,1,0,2,0,1,1,0,15,38,0,4,1,0,2,2,0,0,2,0,0,0,1,3,3,26,4,1,0,0,2,9,219,3,12,3,14,0,2,33,18,0,0,8,0,4,2,9,11,0,9,35,19,49,2,0,1,4,18,20,120,0,8,8,0,3,7,11,0,0,0,1,0,0
K02519,4,4,4,5,0,9,5,1,2,2,2,0,4,0,0,76,177,37,0,0,14,9,0,7,0,14,0,0,0,16,9,16,0,0,53,19,4,0,21,776,17,57,2,63,0,20,223,94,0,5,23,18,36,2,60,50,6,119,285,246,320,1,7,0,30,96,149,653,10,74,8,0,23,5,48,2,1,27,3,0,2
K02520,1,3,4,2,2,4,2,0,0,0,2,0,2,4,0,12,93,7,1,6,7,2,0,0,0,2,4,0,0,0,1,13,2,0,10,5,0,3,6,307,2,20,4,5,2,6,43,15,0,0,14,7,10,5,7,10,3,29,65,73,78,0,6,0,16,15,18,124,2,17,0,0,13,1,10,6,3,10,1,6,3
K02521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0
K02523,6,0,2,4,4,1,0,2,0,4,0,0,0,5,0,4,92,3,2,2,7,0,0,0,0,1,0,0,2,4,4,4,0,4,10,6,1,0,9,18,3,15,0,19,0,7,81,28,2,1,5,14,21,0,16,16,5,68,89,109,150,1,2,0,54,35,66,323,0,21,12,4,11,2,34,4,0,18,0,0,0
K02527,0,6,0,0,0,1,0,2,4,3,0,0,0,2,0,9,94,21,3,1,0,2,2,0,0,2,0,0,0,2,6,5,0,2,32,0,0,6,0,37,5,42,0,32,0,0,91,35,0,0,2,4,19,0,25,15,5,46,113,76,143,6,2,8,13,37,68,565,7,50,2,4,15,4,9,0,7,2,0,0,0
K02528,0,2,0,0,2,4,6,6,0,2,3,0,7,0,3,17,87,3,0,0,0,1,0,0,0,0,0,0,2,0,15,6,4,6,36,1,0,0,0,422,1,35,2,18,0,3,65,24,0,0,9,19,14,0,21,20,0,42,82,67,94,0,1,0,48,43,33,307,0,33,0,8,7,4,15,0,0,35,0,0,4
K02529,14,28,18,34,13,24,31,16,13,17,2,0,0,18,3,33,117,19,16,3,0,2,9,0,0,64,2,6,0,0,11,44,0,19,10,8,20,13,23,75,10,80,0,66,2,19,241,81,2,6,32,29,47,2,61,51,24,202,317,246,488,0,19,7,29,111,190,669,16,99,2,18,32,10,81,0,0,12,2,0,4
K02532,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
K02533,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,44,15,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,2,0,0,0
K02535,0,5,2,2,1,3,4,0,4,1,0,0,3,8,0,27,62,26,0,0,1,3,0,0,1,0,0,0,0,0,0,17,4,2,13,0,0,1,0,10,4,21,0,13,0,9,51,20,0,2,1,6,13,0,14,15,3,7,77,76,145,0,0,0,16,13,53,146,8,25,8,6,11,0,21,0,0,2,0,0,0
K02536,0,8,0,3,2,15,4,0,1,1,0,0,2,0,0,14,96,12,5,0,5,0,10,1,0,6,2,5,0,0,0,23,1,0,10,0,3,2,2,33,7,54,0,26,2,11,92,74,2,2,19,13,19,0,30,23,15,53,156,132,184,3,3,2,0,42,82,214,8,53,12,6,10,2,17,0,0,0,0,0,0
K02548,0,0,3,0,2,1,0,0,0,0,2,0,0,0,0,8,8,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,18,0,23,0,14,2,6,61,32,2,0,2,6,13,0,12,13,0,10,82,86,152,0,2,0,1,16,52,79,0,25,2,4,8,8,5,0,0,34,0,0,0
K02549,0,0,2,1,0,3,0,1,2,0,0,0,3,0,0,5,8,0,4,0,0,2,0,0,0,0,0,2,0,0,6,0,2,0,10,2,0,2,5,15,7,36,2,27,2,0,66,27,1,0,8,10,12,2,24,20,10,2,141,103,120,0,2,0,0,26,42,0,10,32,0,0,23,0,7,0,0,0,0,1,0
K02551,0,0,4,2,2,2,4,5,0,0,2,0,3,2,2,4,2,2,3,0,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,24,8,40,0,43,4,4,129,55,2,4,19,21,22,0,47,27,8,1,169,150,215,0,4,0,8,51,99,81,9,71,0,2,28,24,16,0,0,0,0,0,0
K02552,1,0,1,0,2,4,2,0,2,0,1,0,3,9,0,30,1,0,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,22,27,12,35,0,18,2,2,81,43,2,1,1,13,26,0,18,19,4,9,145,95,154,0,6,4,3,50,98,29,0,33,0,2,25,6,6,0,0,0,0,0,2
K02553,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
K02554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
K02556,1,1,0,5,0,0,0,1,1,0,0,0,0,0,2,22,57,14,0,0,0,0,0,0,0,0,2,0,0,0,3,16,3,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,218,0,0,0,0,0,0,11,0,0,2,0,0,0
K02557,0,6,4,1,0,2,0,2,2,6,0,0,1,0,0,16,489,37,2,0,0,6,4,0,0,4,0,1,0,20,2,16,0,1,12,4,0,0,0,15,4,54,0,15,1,3,108,43,0,0,4,10,10,0,41,15,1,58,143,149,218,0,1,12,6,43,84,456,2,46,13,0,14,8,30,0,0,27,0,0,0
K02558,0,2,2,4,3,6,0,1,2,0,0,0,0,0,0,14,19,0,0,0,0,0,4,0,2,4,0,0,0,0,16,14,0,0,3,0,1,2,0,14,8,43,6,21,2,4,99,50,0,0,5,21,12,2,32,19,5,8,125,119,173,0,0,0,2,48,74,228,6,42,0,2,16,5,8,0,0,22,2,2,0
K02563,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,10,84,13,9,0,13,0,2,0,0,1,0,2,0,0,2,4,0,0,23,8,0,0,0,30,2,52,0,24,4,2,80,40,0,1,2,1,17,2,24,12,4,64,122,81,127,5,5,0,7,33,62,404,5,36,20,8,13,8,5,0,0,22,0,0,0
K02564,0,7,2,2,4,0,0,0,0,3,0,1,0,0,0,9,5,5,2,0,0,0,0,0,0,0,0,0,0,2,7,22,3,0,9,2,0,0,0,8,0,39,0,9,0,1,59,11,2,1,2,6,5,0,17,11,4,139,61,76,96,0,6,0,16,16,37,229,0,27,0,2,14,1,12,2,0,5,0,0,0
K02565,0,0,4,2,1,0,0,0,2,0,0,0,0,0,0,6,4,0,2,4,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0,21,9,34,0,18,0,5,92,48,0,0,8,12,13,0,30,9,2,0,129,116,152,0,2,0,0,37,69,8,0,45,0,0,14,0,9,2,0,0,0,0,0
K02566,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,2,0,0,0,0,0,0,0,0,0,0
K02567,0,28,2,1,1,3,0,7,1,0,13,4,5,0,0,27,17,63,0,2,7,2,0,0,0,5,0,0,0,0,2,16,1,0,32,6,0,11,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,35,0,0,416,0,2,0,0,0,0,10,0,7,4,0,2,2
K02568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,7,0,0,0,1,0,0,4,0,0,0
